nickname,player_details,final_score,show_info,full_name,occupation,hometown,archive_info,date,city,state,answer_number,dt_indx,favorite_count,retweet_count,text,game_info_flg,year,month,value,games_played,gross_winnings,job,state_id
Peter,"Peter McGillicuddy, a human resources director from Holliston, Massachusetts (whose 2-day cash winnings total $18,799)",0,"J! Archive - Show #6959, aired 2014-12-11",Peter McGillicuddy,a human resources director,"Holliston, Massachusetts",J! Archive - Show #6959,2014-12-11,Holliston,Massachusetts,answer3,1,7.0,6.0,"12/11/14:
""I bench 315 and I'm Dr. Evil.""
""I got married wearing skis.""
""I do a bad impression of Clinton.""
#Jeopardy http://t.co/ztw9BmE4Zl",True,2014.0,12.0,"""I do a bad impression of Clinton.""",3,18799,human resources director,MA
Jennifer,"Jennifer Gilmore, a yoga teacher and fitness instructor from Menifee, California",6800,"J! Archive - Show #6959, aired 2014-12-11",Jennifer Gilmore,a yoga teacher and fitness instructor,"Menifee, California",J! Archive - Show #6959,2014-12-11,Menifee,California,answer2,2,7.0,6.0,"12/11/14:
""I bench 315 and I'm Dr. Evil.""
""I got married wearing skis.""
""I do a bad impression of Clinton.""
#Jeopardy http://t.co/ztw9BmE4Zl",True,2014.0,12.0,"""I got married wearing skis.""",1,6800,yoga teacher fitness instructor,CA
Ryan,"Ryan Pensyl, an Army officer originally from Shamokin, Pennsylvania",7599,"J! Archive - Show #6959, aired 2014-12-11",Ryan Pensyl,an Army officer originally,"Shamokin, Pennsylvania",J! Archive - Show #6959,2014-12-11,Shamokin,Pennsylvania,answer1,3,7.0,6.0,"12/11/14:
""I bench 315 and I'm Dr. Evil.""
""I got married wearing skis.""
""I do a bad impression of Clinton.""
#Jeopardy http://t.co/ztw9BmE4Zl",True,2014.0,12.0,"""I bench 315 and I'm Dr. Evil.""",3,32000,army officer originally,PA
Peter,"Peter McGillicuddy, a human resources director from Holliston, Massachusetts (whose 1-day cash winnings total $15,400)",3399,"J! Archive - Show #6958, aired 2014-12-10",Peter McGillicuddy,a human resources director,"Holliston, Massachusetts",J! Archive - Show #6958,2014-12-10,Holliston,Massachusetts,answer3,1,4.0,3.0,"12/10/14:
""I chase tornadoes.""
""I smuggled myself into Tanzania.""
""I taught English to Latvians.""
#Jeopardy http://t.co/quqeHoucPt",True,2014.0,12.0,"""I taught English to Latvians.""",3,18799,human resources director,MA
Mindy,"Mindy Miner, an attorney from Schenectady, New York",0,"J! Archive - Show #6958, aired 2014-12-10",Mindy Miner,an attorney,"Schenectady, New York",J! Archive - Show #6958,2014-12-10,Schenectady,New York,answer2,2,4.0,3.0,"12/10/14:
""I chase tornadoes.""
""I smuggled myself into Tanzania.""
""I taught English to Latvians.""
#Jeopardy http://t.co/quqeHoucPt",True,2014.0,12.0,"""I smuggled myself into Tanzania.""",1,0,attorney,NY
Travis,"Travis Darling, a customer service manager from Norman, Oklahoma",0,"J! Archive - Show #6958, aired 2014-12-10",Travis Darling,a customer service manager,"Norman, Oklahoma",J! Archive - Show #6958,2014-12-10,Norman,Oklahoma,answer1,3,4.0,3.0,"12/10/14:
""I chase tornadoes.""
""I smuggled myself into Tanzania.""
""I taught English to Latvians.""
#Jeopardy http://t.co/quqeHoucPt",True,2014.0,12.0,"""I chase tornadoes.""",1,0,customer service manager,OK
Ann,"Ann Conger, a healthcare analyst from New Orleans, Louisiana (whose 2-day cash winnings total $21,799)",2800,"J! Archive - Show #6957, aired 2014-12-09",Ann Conger,a healthcare analyst,"New Orleans, Louisiana",J! Archive - Show #6957,2014-12-09,New Orleans,Louisiana,answer3,1,12.0,4.0,"12/9/14
""I set off fire alarms with a fog machine""
""My dad thinks I'm better at Wheel""
""I'll buy tortoises""
#Jeopardy http://t.co/1ZQ5ObkRAd",True,2014.0,12.0,"""I'll buy tortoises""",3,24599,healthcare analyst,LA
MaryBeth,"MaryBeth Chmielewski, a purchasing clerk from Westland, Michigan",2399,"J! Archive - Show #6957, aired 2014-12-09",MaryBeth Chmielewski,a purchasing clerk,"Westland, Michigan",J! Archive - Show #6957,2014-12-09,Westland,Michigan,answer2,2,12.0,4.0,"12/9/14
""I set off fire alarms with a fog machine""
""My dad thinks I'm better at Wheel""
""I'll buy tortoises""
#Jeopardy http://t.co/1ZQ5ObkRAd",True,2014.0,12.0,"""My dad thinks I'm better at Wheel""",1,2399,purchasing clerk,MI
Peter,"Peter McGillicuddy, a human resources director from Holliston, Massachusetts",15400,"J! Archive - Show #6957, aired 2014-12-09",Peter McGillicuddy,a human resources director,"Holliston, Massachusetts",J! Archive - Show #6957,2014-12-09,Holliston,Massachusetts,answer1,3,12.0,4.0,"12/9/14
""I set off fire alarms with a fog machine""
""My dad thinks I'm better at Wheel""
""I'll buy tortoises""
#Jeopardy http://t.co/1ZQ5ObkRAd",True,2014.0,12.0,"""I set off fire alarms with a fog machine""",3,18799,human resources director,MA
Ann,"Ann Conger, a healthcare analyst from New Orleans, Louisiana (whose 1-day cash winnings total $13,999)",7800,"J! Archive - Show #6956, aired 2014-12-08",Ann Conger,a healthcare analyst,"New Orleans, Louisiana",J! Archive - Show #6956,2014-12-08,New Orleans,Louisiana,answer3,1,9.0,8.0,"12/8/14:
""I travel for Filipino Christmas""
""A child knocked me down skating""
""Roller derby girls chased me""
#Jeopardy http://t.co/RxVBm1ikFl",True,2014.0,12.0,"""Roller derby girls chased me""",3,24599,healthcare analyst,LA
Amanda,"Amanda Miller, a retail assistant manager originally from Gouverneur, New York",100,"J! Archive - Show #6956, aired 2014-12-08",Amanda Miller,a retail assistant manager originally,"Gouverneur, New York",J! Archive - Show #6956,2014-12-08,Gouverneur,New York,answer2,2,9.0,8.0,"12/8/14:
""I travel for Filipino Christmas""
""A child knocked me down skating""
""Roller derby girls chased me""
#Jeopardy http://t.co/RxVBm1ikFl",True,2014.0,12.0,"""A child knocked me down skating""",1,100,retail assistant manager originally,NY
Patrick =),"Patrick Fernandez, a risk analytics manager from Irvine, California",2199,"J! Archive - Show #6956, aired 2014-12-08",Patrick Fernandez,a risk analytics manager,"Irvine, California",J! Archive - Show #6956,2014-12-08,Irvine,California,answer1,3,9.0,8.0,"12/8/14:
""I travel for Filipino Christmas""
""A child knocked me down skating""
""Roller derby girls chased me""
#Jeopardy http://t.co/RxVBm1ikFl",True,2014.0,12.0,"""I travel for Filipino Christmas""",1,2199,risk analytics manager,CA
Emma,"Emma Miller,  from San Mateo, California",17600,"J! Archive - Show #6955, aired 2014-12-05",Emma Miller,,"San Mateo, California",J! Archive - Show #6955,2014-12-05,San Mateo,California,answer3,1,1.0,2.0,"12/5/14
""Law will help me speak better""
""I sing classical Indian music""
""I want to do dystopian-ish books""
#Jeopardy http://t.co/09SlN5dpSt",True,2014.0,12.0,"""I want to do dystopian-ish books""",1,17600,,CA
Neha,"Neha Rao,  from Johns Creek, Georgia",11400,"J! Archive - Show #6955, aired 2014-12-05",Neha Rao,,"Johns Creek, Georgia",J! Archive - Show #6955,2014-12-05,Johns Creek,Georgia,answer2,2,1.0,2.0,"12/5/14
""Law will help me speak better""
""I sing classical Indian music""
""I want to do dystopian-ish books""
#Jeopardy http://t.co/09SlN5dpSt",True,2014.0,12.0,"""I sing classical Indian music""",1,11400,,GA
Tyler,"Tyler Van Patten,  from Burlington, Wisconsin",23801,"J! Archive - Show #6955, aired 2014-12-05",Tyler Van Patten,,"Burlington, Wisconsin",J! Archive - Show #6955,2014-12-05,Burlington,Wisconsin,answer1,3,1.0,2.0,"12/5/14
""Law will help me speak better""
""I sing classical Indian music""
""I want to do dystopian-ish books""
#Jeopardy http://t.co/09SlN5dpSt",True,2014.0,12.0,"""Law will help me speak better""",1,23801,,WI
Zane,"Zane Ice, a 12-year-old from West Palm Beach, Florida",29203,"J! Archive - Show #6954, aired 2014-12-04",Zane Ice,a 12-year-old,"West Palm Beach, Florida",J! Archive - Show #6954,2014-12-04,West Palm Beach,Florida,answer3,1,2.0,1.0,"12/4/14:
""I'm 4'3"" and I work with kids.""
""I founded a pink day at my school.""
""I didn't break my egg.""
#Jeopardy http://t.co/uoQp8YJVeh",True,2014.0,12.0,"""I didn't break my egg.""",1,29203,12-year-old,FL
Courtney,"Courtney Jones, a 12-year-old from Largo, Maryland",9202,"J! Archive - Show #6954, aired 2014-12-04",Courtney Jones,a 12-year-old,"Largo, Maryland",J! Archive - Show #6954,2014-12-04,Largo,Maryland,answer2,2,2.0,1.0,"12/4/14:
""I'm 4'3"" and I work with kids.""
""I founded a pink day at my school.""
""I didn't break my egg.""
#Jeopardy http://t.co/uoQp8YJVeh",True,2014.0,12.0,"""I founded a pink day at my school.""",1,9202,12-year-old,MD
Olivia,"Olivia Woods, a 12-year-old from Cincinnati, Ohio",2000,"J! Archive - Show #6954, aired 2014-12-04",Olivia Woods,a 12-year-old,"Cincinnati, Ohio",J! Archive - Show #6954,2014-12-04,Cincinnati,Ohio,answer1,3,2.0,1.0,"12/4/14:
""I'm 4'3"" and I work with kids.""
""I founded a pink day at my school.""
""I didn't break my egg.""
#Jeopardy http://t.co/uoQp8YJVeh",True,2014.0,12.0,"""I'm 4'3"" and I work with kids.""",1,2000,12-year-old,OH
Grace,"Grace Acton,  from Harvard, Massachusetts",4599,"J! Archive - Show #6953, aired 2014-12-03",Grace Acton,,"Harvard, Massachusetts",J! Archive - Show #6953,2014-12-03,Harvard,Massachusetts,answer3,1,1.0,0.0,"12/3/14:
""I'm brain bowl team captain""
""I want to discover a cure for cancer""
""I want to make lit PC games""
#Jeopardy http://t.co/qa5f9XYqpU",True,2014.0,12.0,"""I want to make lit PC games""",1,4599,,MA
Gabby,"Gabby Fusco, an 11-year-old from Maspeth, New York",13200,"J! Archive - Show #6953, aired 2014-12-03",Gabby Fusco,an 11-year-old,"Maspeth, New York",J! Archive - Show #6953,2014-12-03,Maspeth,New York,answer2,2,1.0,0.0,"12/3/14:
""I'm brain bowl team captain""
""I want to discover a cure for cancer""
""I want to make lit PC games""
#Jeopardy http://t.co/qa5f9XYqpU",True,2014.0,12.0,"""I want to discover a cure for cancer""",1,13200,11-year-old,NY
Jake,"Jake McCrory, an 11-year-old from Pueblo, Colorado",10200,"J! Archive - Show #6953, aired 2014-12-03",Jake McCrory,an 11-year-old,"Pueblo, Colorado",J! Archive - Show #6953,2014-12-03,Pueblo,Colorado,answer1,3,1.0,0.0,"12/3/14:
""I'm brain bowl team captain""
""I want to discover a cure for cancer""
""I want to make lit PC games""
#Jeopardy http://t.co/qa5f9XYqpU",True,2014.0,12.0,"""I'm brain bowl team captain""",1,10200,11-year-old,CO
Adam,"Adam Barrow, an 11-year-old from Greensboro, North Carolina",3,"J! Archive - Show #6952, aired 2014-12-02",Adam Barrow,an 11-year-old,"Greensboro, North Carolina",J! Archive - Show #6952,2014-12-02,Greensboro,North Carolina,answer3,1,2.0,0.0,"12/2/14:
""I like theoretical physics""
""I'm an ambassador and Girl Scour.""
""I think the @Spurs will repeat.""
#Jeopardy http://t.co/kseUDX5I44",True,2014.0,12.0,"""I think the @Spurs will repeat.""",1,3,11-year-old,NC
Krissy,"Krissy Brzycki, an 11-year-old from Indianapolis, Indiana",10400,"J! Archive - Show #6952, aired 2014-12-02",Krissy Brzycki,an 11-year-old,"Indianapolis, Indiana",J! Archive - Show #6952,2014-12-02,Indianapolis,Indiana,answer2,2,2.0,0.0,"12/2/14:
""I like theoretical physics""
""I'm an ambassador and Girl Scour.""
""I think the @Spurs will repeat.""
#Jeopardy http://t.co/kseUDX5I44",True,2014.0,12.0,"""I'm an ambassador and Girl Scour.""",1,10400,11-year-old,IN
Ryan,"Ryan Elkins, a 12-year-old from Bensalem, Pennsylvania",17100,"J! Archive - Show #6952, aired 2014-12-02",Ryan Elkins,a 12-year-old,"Bensalem, Pennsylvania",J! Archive - Show #6952,2014-12-02,Bensalem,Pennsylvania,answer1,3,2.0,0.0,"12/2/14:
""I like theoretical physics""
""I'm an ambassador and Girl Scour.""
""I think the @Spurs will repeat.""
#Jeopardy http://t.co/kseUDX5I44",True,2014.0,12.0,"""I like theoretical physics""",1,17100,12-year-old,PA
Victoria,"Victoria Agrinya, a 12-year-old from Woodbridge, Virginia",0,"J! Archive - Show #6951, aired 2014-12-01",Victoria Agrinya,a 12-year-old,"Woodbridge, Virginia",J! Archive - Show #6951,2014-12-01,Woodbridge,Virginia,answer3,1,8.0,3.0,"12/1/14:
""I was Alex for Halloween.""
""I hit a grand slam in a national tournament.""
""I do hip-hop dance.""
#Jeopardy http://t.co/vQMisXRmK2",True,2014.0,12.0,"""I do hip-hop dance.""",1,0,12-year-old,VA
Will,"Will Harter, a 12-year-old from Park Ridge, Illinois",800,"J! Archive - Show #6951, aired 2014-12-01",Will Harter,a 12-year-old,"Park Ridge, Illinois",J! Archive - Show #6951,2014-12-01,Park Ridge,Illinois,answer2,2,8.0,3.0,"12/1/14:
""I was Alex for Halloween.""
""I hit a grand slam in a national tournament.""
""I do hip-hop dance.""
#Jeopardy http://t.co/vQMisXRmK2",True,2014.0,12.0,"""I hit a grand slam in a national tournament.""",1,800,12-year-old,IL
Cerulean,"Cerulean Ozarow, an 11-year-old from Brooklyn, New York",25158,"J! Archive - Show #6951, aired 2014-12-01",Cerulean Ozarow,an 11-year-old,"Brooklyn, New York",J! Archive - Show #6951,2014-12-01,Brooklyn,New York,answer1,3,8.0,3.0,"12/1/14:
""I was Alex for Halloween.""
""I hit a grand slam in a national tournament.""
""I do hip-hop dance.""
#Jeopardy http://t.co/vQMisXRmK2",True,2014.0,12.0,"""I was Alex for Halloween.""",1,25158,11-year-old,NY
David,"David Greisman, a communications manager and boxing writer from Columbia, Maryland (whose 1-day cash winnings total $11,600)",11105,"J! Archive - Show #6950, aired 2014-11-28",David Greisman,a communications manager and boxing writer,"Columbia, Maryland",J! Archive - Show #6950,2014-11-28,Columbia,Maryland,answer3,1,8.0,3.0,"11/28/14:
""I slept with elephants in Africa.""
""My grandma was an ambassador.""
""I was bar mitzvahed at 26.""
#Jeopardy http://t.co/1UhOICnkqp",True,2014.0,11.0,"""I was bar mitzvahed at 26.""",2,22705,communications manager boxing writer,MD
Sam,"Sam Sukaton, a community organizer from Los Angeles, California",2000,"J! Archive - Show #6950, aired 2014-11-28",Sam Sukaton,a community organizer,"Los Angeles, California",J! Archive - Show #6950,2014-11-28,Los Angeles,California,answer2,2,8.0,3.0,"11/28/14:
""I slept with elephants in Africa.""
""My grandma was an ambassador.""
""I was bar mitzvahed at 26.""
#Jeopardy http://t.co/1UhOICnkqp",True,2014.0,11.0,"""My grandma was an ambassador.""",1,2000,community organizer,CA
Ann,"Ann Conger, a healthcare analyst from New Orleans, Louisiana",13999,"J! Archive - Show #6950, aired 2014-11-28",Ann Conger,a healthcare analyst,"New Orleans, Louisiana",J! Archive - Show #6950,2014-11-28,New Orleans,Louisiana,answer1,3,8.0,3.0,"11/28/14:
""I slept with elephants in Africa.""
""My grandma was an ambassador.""
""I was bar mitzvahed at 26.""
#Jeopardy http://t.co/1UhOICnkqp",True,2014.0,11.0,"""I slept with elephants in Africa.""",3,24599,healthcare analyst,LA
Aggie,"Aggie Lee, an attorney from Los Angeles, California (whose 1-day cash winnings total $15,800)",3199,"J! Archive - Show #6949, aired 2014-11-27",Aggie Lee,an attorney,"Los Angeles, California",J! Archive - Show #6949,2014-11-27,Los Angeles,California,answer3,1,2.0,2.0,"11/27/14:
""Mike Tyson was rude to me""
""I rode motorcycles before my wedding""
""I went to China for college""
#Jeopardy http://t.co/p1CCMLpzGB",True,2014.0,11.0,"""I went to China for college""",2,18999,attorney,CA
Michelle,"Michelle Chick, an administrative assistant from Livonia, Michigan",7000,"J! Archive - Show #6949, aired 2014-11-27",Michelle Chick,an administrative assistant,"Livonia, Michigan",J! Archive - Show #6949,2014-11-27,Livonia,Michigan,answer2,2,2.0,2.0,"11/27/14:
""Mike Tyson was rude to me""
""I rode motorcycles before my wedding""
""I went to China for college""
#Jeopardy http://t.co/p1CCMLpzGB",True,2014.0,11.0,"""I rode motorcycles before my wedding""",1,7000,administrative assistant,MI
David,"David Greisman, a communications manager and boxing writer from Columbia, Maryland",11600,"J! Archive - Show #6949, aired 2014-11-27",David Greisman,a communications manager and boxing writer,"Columbia, Maryland",J! Archive - Show #6949,2014-11-27,Columbia,Maryland,answer1,3,2.0,2.0,"11/27/14:
""Mike Tyson was rude to me""
""I rode motorcycles before my wedding""
""I went to China for college""
#Jeopardy http://t.co/p1CCMLpzGB",True,2014.0,11.0,"""Mike Tyson was rude to me""",2,22705,communications manager boxing writer,MD
Mariusz,"Mariusz Galczynski, a university lecturer from St. Charles, Illinois (whose 1-day cash winnings total $20,350)",9600,"J! Archive - Show #6948, aired 2014-11-26",Mariusz Galczynski,a university lecturer,"St. Charles, Illinois",J! Archive - Show #6948,2014-11-26,St. Charles,Illinois,answer3,1,9.0,5.0,"11/26/14:
""I marathon because I love brunch.""
""My mom met her favorite drummer.""
""I teach multiculturally.""
#Jeopardy http://t.co/l4MiyhNrJi",True,2014.0,11.0,"""I teach multiculturally.""",2,29950,university lecturer,IL
Aggie,"Aggie Lee, an attorney from Los Angeles, California",15800,"J! Archive - Show #6948, aired 2014-11-26",Aggie Lee,an attorney,"Los Angeles, California",J! Archive - Show #6948,2014-11-26,Los Angeles,California,answer2,2,9.0,5.0,"11/26/14:
""I marathon because I love brunch.""
""My mom met her favorite drummer.""
""I teach multiculturally.""
#Jeopardy http://t.co/l4MiyhNrJi",True,2014.0,11.0,"""My mom met her favorite drummer.""",2,18999,attorney,CA
Joel,"Joel Stjernholm, a student and emergency room scribe from Minneapolis, Minnesota",14799,"J! Archive - Show #6948, aired 2014-11-26",Joel Stjernholm,a student and emergency room scribe,"Minneapolis, Minnesota",J! Archive - Show #6948,2014-11-26,Minneapolis,Minnesota,answer1,3,9.0,5.0,"11/26/14:
""I marathon because I love brunch.""
""My mom met her favorite drummer.""
""I teach multiculturally.""
#Jeopardy http://t.co/l4MiyhNrJi",True,2014.0,11.0,"""I marathon because I love brunch.""",1,14799,student emergency room scribe,MN
Doug,"Doug Perez, a database developer from Monrovia, California (whose 1-day cash winnings total $17,000)",10,"J! Archive - Show #6947, aired 2014-11-25",Doug Perez,a database developer,"Monrovia, California",J! Archive - Show #6947,2014-11-25,Monrovia,California,answer3,1,7.0,4.0,"11/25/14:
""I'm an outsider who married a Cajun.""
""I translated a Polish opera.""
""My wife flipped me off.""
#Jeopardy http://t.co/Gl22hKzs3F",True,2014.0,11.0,"""My wife flipped me off.""",2,17010,database developer,CA
Mariusz,"Mariusz Galczynski, a university lecturer from St. Charles, Illinois",20350,"J! Archive - Show #6947, aired 2014-11-25",Mariusz Galczynski,a university lecturer,"St. Charles, Illinois",J! Archive - Show #6947,2014-11-25,St. Charles,Illinois,answer2,2,7.0,4.0,"11/25/14:
""I'm an outsider who married a Cajun.""
""I translated a Polish opera.""
""My wife flipped me off.""
#Jeopardy http://t.co/Gl22hKzs3F",True,2014.0,11.0,"""I translated a Polish opera.""",2,29950,university lecturer,IL
Eugene,"Eugene Britton, a chemical engineer from Gonzales, Louisiana",3895,"J! Archive - Show #6947, aired 2014-11-25",Eugene Britton,a chemical engineer,"Gonzales, Louisiana",J! Archive - Show #6947,2014-11-25,Gonzales,Louisiana,answer1,3,7.0,4.0,"11/25/14:
""I'm an outsider who married a Cajun.""
""I translated a Polish opera.""
""My wife flipped me off.""
#Jeopardy http://t.co/Gl22hKzs3F",True,2014.0,11.0,"""I'm an outsider who married a Cajun.""",1,3895,chemical engineer,LA
Jennifer,"Jennifer Healy, a training system manager from Hilliard, Ohio (whose 1-day cash winnings total $17,001)",5200,"J! Archive - Show #6946, aired 2014-11-24",Jennifer Healy,a training system manager,"Hilliard, Ohio",J! Archive - Show #6946,2014-11-24,Hilliard,Ohio,answer3,1,7.0,2.0,"11/24/14:
""Buzz Aldrin joked about dying with me.""
""My dance costume fell off.""
""I VP Alpha Chi Omega.""
#Jeopardy http://t.co/OKjAlUwVy7",True,2014.0,11.0,"""I VP Alpha Chi Omega.""",2,22201,training system manager,OH
Courtney,"Courtney Jordan, a dancer from New York, New York",100,"J! Archive - Show #6946, aired 2014-11-24",Courtney Jordan,a dancer,"New York, New York",J! Archive - Show #6946,2014-11-24,New York,New York,answer2,2,7.0,2.0,"11/24/14:
""Buzz Aldrin joked about dying with me.""
""My dance costume fell off.""
""I VP Alpha Chi Omega.""
#Jeopardy http://t.co/OKjAlUwVy7",True,2014.0,11.0,"""My dance costume fell off.""",1,100,dancer,NY
Doug,"Doug Perez, a database developer from Monrovia, California",17000,"J! Archive - Show #6946, aired 2014-11-24",Doug Perez,a database developer,"Monrovia, California",J! Archive - Show #6946,2014-11-24,Monrovia,California,answer1,3,7.0,2.0,"11/24/14:
""Buzz Aldrin joked about dying with me.""
""My dance costume fell off.""
""I VP Alpha Chi Omega.""
#Jeopardy http://t.co/OKjAlUwVy7",True,2014.0,11.0,"""Buzz Aldrin joked about dying with me.""",2,17010,database developer,CA
Ben,"Ben Ingram, an IT consultant originally from Florence, South Carolina (subtotal of $25,600)",2399,"J! Archive - Show #6945, aired 2014-11-21",Ben Ingram,an IT consultant originally,"Florence, South Carolina",J! Archive - Show #6945,2014-11-21,Florence,South Carolina,answer3,1,7.0,2.0,"11/21/14:
""Thanks to my friends and family.""
""Thanks to Asian-Americans.""
""Thanks to South Carolinians.""
#Jeopardy http://t.co/zR718KW4tx",True,2014.0,11.0,"""Thanks to South Carolinians.""",3,57799,consultant originally,SC
Arthur,"Arthur Chu, a compliance analyst, voiceover artist, and blogger from Broadview Heights, Ohio (subtotal of $15,600)",0,"J! Archive - Show #6945, aired 2014-11-21",Arthur Chu,a compliance analyst,"Broadview Heights, Ohio",J! Archive - Show #6945,2014-11-21,Broadview Heights,Ohio,answer2,2,7.0,2.0,"11/21/14:
""Thanks to my friends and family.""
""Thanks to Asian-Americans.""
""Thanks to South Carolinians.""
#Jeopardy http://t.co/zR718KW4tx",True,2014.0,11.0,"""Thanks to Asian-Americans.""",12,208919,compliance analyst,OH
Julia,"Julia Collins, a 20-time Jeopardy! champion from Kenilworth, Illinois (subtotal of $6,400)",5600,"J! Archive - Show #6945, aired 2014-11-21",Julia Collins,a 20-time Jeopardy! champion,"Kenilworth, Illinois",J! Archive - Show #6945,2014-11-21,Kenilworth,Illinois,answer1,3,7.0,2.0,"11/21/14:
""Thanks to my friends and family.""
""Thanks to Asian-Americans.""
""Thanks to South Carolinians.""
#Jeopardy http://t.co/zR718KW4tx",True,2014.0,11.0,"""Thanks to my friends and family.""",25,340193,20-time jeopardy! champion,IL
Ben,"Ben Ingram, an IT consultant originally from Florence, South Carolina",25600,"J! Archive - Show #6944, aired 2014-11-20",Ben Ingram,an IT consultant originally,"Florence, South Carolina",J! Archive - Show #6944,2014-11-20,Florence,South Carolina,answer3,1,9.0,7.0,"11/20/14:
""I shacked up in Paris for a month.""
""Ken Jennings interviewed me.""
""I bought a bed.""
#Jeopardy http://t.co/dlnwk46jUH",True,2014.0,11.0,"""I bought a bed.""",3,57799,consultant originally,SC
Arthur,"Arthur Chu, a compliance analyst, voiceover artist, and blogger from Broadview Heights, Ohio",15600,"J! Archive - Show #6944, aired 2014-11-20",Arthur Chu,a compliance analyst,"Broadview Heights, Ohio",J! Archive - Show #6944,2014-11-20,Broadview Heights,Ohio,answer2,2,9.0,7.0,"11/20/14:
""I shacked up in Paris for a month.""
""Ken Jennings interviewed me.""
""I bought a bed.""
#Jeopardy http://t.co/dlnwk46jUH",True,2014.0,11.0,"""Ken Jennings interviewed me.""",12,208919,compliance analyst,OH
Julia,"Julia Collins, a 20-time Jeopardy! champion from Kenilworth, Illinois",6400,"J! Archive - Show #6944, aired 2014-11-20",Julia Collins,a 20-time Jeopardy! champion,"Kenilworth, Illinois",J! Archive - Show #6944,2014-11-20,Kenilworth,Illinois,answer1,3,9.0,7.0,"11/20/14:
""I shacked up in Paris for a month.""
""Ken Jennings interviewed me.""
""I bought a bed.""
#Jeopardy http://t.co/dlnwk46jUH",True,2014.0,11.0,"""I shacked up in Paris for a month.""",25,340193,20-time jeopardy! champion,IL
Ben,"Ben Ingram, an IT consultant originally from Florence, South Carolina",29800,"J! Archive - Show #6943, aired 2014-11-19",Ben Ingram,an IT consultant originally,"Florence, South Carolina",J! Archive - Show #6943,2014-11-19,Florence,South Carolina,answer3,1,3.0,0.0,"11/19/14:
""Nobody wanted to play me in trivia.""
""I was offered custom boots.""
""I got the key to the city.""
#Jeopardy http://t.co/GyiuZnimaK",True,2014.0,11.0,"""I got the key to the city.""",3,57799,consultant originally,SC
Joshua,"Joshua Brakhage, a TV news producer originally from South Coffeyville, Oklahoma",2594,"J! Archive - Show #6943, aired 2014-11-19",Joshua Brakhage,a TV news producer originally,"South Coffeyville, Oklahoma",J! Archive - Show #6943,2014-11-19,South Coffeyville,Oklahoma,answer2,2,3.0,0.0,"11/19/14:
""Nobody wanted to play me in trivia.""
""I was offered custom boots.""
""I got the key to the city.""
#Jeopardy http://t.co/GyiuZnimaK",True,2014.0,11.0,"""I was offered custom boots.""",2,8194,tv news producer originally,OK
Sandie,"Sandie Baker, a data and translation coordinator from Eastpointe, Michigan",400,"J! Archive - Show #6943, aired 2014-11-19",Sandie Baker,a data and translation coordinator,"Eastpointe, Michigan",J! Archive - Show #6943,2014-11-19,Eastpointe,Michigan,answer1,3,3.0,0.0,"11/19/14:
""Nobody wanted to play me in trivia.""
""I was offered custom boots.""
""I got the key to the city.""
#Jeopardy http://t.co/GyiuZnimaK",True,2014.0,11.0,"""Nobody wanted to play me in trivia.""",9,121299,data translation coordinator,MI
Arthur,"Arthur Chu, a compliance analyst, voiceover artist, and blogger from Broadview Heights, Ohio",0,"J! Archive - Show #6942, aired 2014-11-18",Arthur Chu,a compliance analyst,"Broadview Heights, Ohio",J! Archive - Show #6942,2014-11-18,Broadview Heights,Ohio,answer3,1,9.0,1.0,"11/18/14:
""I broke down realizing my debt was gone.""
""I was most entertaining in my hometown.""
""I blog.""
#Jeopardy http://t.co/e1NFaIKgQS",True,2014.0,11.0,"""I blog.""",12,208919,compliance analyst,OH
Mark,"Mark Japinga, a graduate student in public affairs from Madison, Wisconsin",5800,"J! Archive - Show #6942, aired 2014-11-18",Mark Japinga,a graduate student in public affairs,"Madison, Wisconsin",J! Archive - Show #6942,2014-11-18,Madison,Wisconsin,answer2,2,9.0,1.0,"11/18/14:
""I broke down realizing my debt was gone.""
""I was most entertaining in my hometown.""
""I blog.""
#Jeopardy http://t.co/e1NFaIKgQS",True,2014.0,11.0,"""I was most entertaining in my hometown.""",2,20803,graduate student public affairs,WI
Rebecca,"Rebecca Rider, an office supply sales assistant from Queens, New York",18200,"J! Archive - Show #6942, aired 2014-11-18",Rebecca Rider,an office supply sales assistant,"Queens, New York",J! Archive - Show #6942,2014-11-18,Queens,New York,answer1,3,9.0,1.0,"11/18/14:
""I broke down realizing my debt was gone.""
""I was most entertaining in my hometown.""
""I blog.""
#Jeopardy http://t.co/e1NFaIKgQS",True,2014.0,11.0,"""I broke down realizing my debt was gone.""",1,18200,office supply sales assistant,NY
Terry,"Terry O'Shea, a junior at Princeton University from Bridgewater, New Jersey",8200,"J! Archive - Show #6941, aired 2014-11-17",Terry O'Shea,a junior at Princeton University,"Bridgewater, New Jersey",J! Archive - Show #6941,2014-11-17,Bridgewater,New Jersey,answer3,1,16.0,4.0,"11/17/14:
""@JCSweaters was made about me""
""Jeopardy got me free donuts""
""I took beekeeping to conquer fear""
#Jeopardy http://t.co/9xVtb63Wyx",True,2014.0,11.0,"""I took beekeeping to conquer fear""",6,82865,junior princeton university,NJ
